YEAR,ID,HRS1,HRS2,EVWORK,MARITAL,SIBS,CHILDS,AGE,PAEDUC,MAEDUC,SPEDUC,WORKHARD,OTHLANG
1993,633,-1,-1,1,2,7,2,81,5,98,97,0,0
1993,648,36,-1,0,3,9,2,47,98,98,97,0,0
1993,889,-1,-1,2,3,2,4,54,99,11,97,0,0
1993,904,40,-1,0,5,3,0,28,12,12,97,1,0
1993,1026,32,-1,0,1,2,1,27,18,16,16,3,0
1993,1031,55,-1,0,1,2,1,28,12,14,12,3,0
1993,1050,32,-1,0,4,7,5,44,97,3,97,4,0
1993,1081,45,-1,0,1,9,1,40,98,12,12,3,0
1993,1101,40,-1,0,1,6,2,35,12,12,13,2,0
1993,1103,43,-1,0,1,3,2,36,14,14,12,3,0
1993,1121,-1,-1,0,1,8,0,27,6,12,12,2,0
1993,1200,45,-1,0,1,4,2,34,12,12,18,0,0
1993,1250,48,-1,0,1,0,2,36,3,7,12,3,0
1993,1286,50,-1,0,1,3,1,23,16,16,13,0,0
1993,1324,-1,-1,1,1,4,0,78,8,97,11,2,0
1993,1343,-1,-1,1,2,6,9,72,0,0,97,0,0
1993,1541,48,-1,0,3,0,0,30,9,12,97,3,0
1993,1597,-1,-1,1,1,1,2,31,20,14,16,3,0
1994,208,40,-1,0,3,6,1,40,14,11,97,0,0
1994,320,62,-1,0,5,3,0,52,8,8,97,2,0
1994,337,-1,-1,0,5,0,3,34,97,12,97,1,0
1994,437,-1,50,0,3,1,5,53,97,12,97,1,0
1994,507,37,-1,0,4,2,1,35,18,5,97,2,0
1994,586,24,-1,0,1,1,0,44,12,12,10,0,0
1994,617,32,-1,0,1,9,5,53,97,15,14,0,0
1994,627,24,-1,0,5,0,0,20,97,15,97,4,0
1994,648,-1,40,0,3,6,1,60,3,3,97,0,0
1994,677,50,-1,0,1,5,0,44,12,13,18,3,0
1994,749,-1,-1,1,2,4,2,69,20,14,97,9,0
1994,777,-1,-1,0,3,2,0,47,16,12,97,0,0
1994,818,40,-1,0,3,5,1,25,12,12,97,2,0
1994,840,-1,-1,1,1,3,2,31,97,14,12,3,0
1994,850,40,-1,0,1,3,1,37,12,12,12,2,0
1994,864,40,-1,0,5,6,2,32,97,12,97,2,0
1994,1006,12,-1,0,1,4,2,27,12,11,14,4,0
1994,1013,63,-1,0,3,6,1,38,11,98,97,1,0
1994,1257,-1,-1,1,1,5,2,60,98,98,13,4,0
1994,1268,-1,-1,1,1,3,5,60,8,8,12,2,0
1994,1275,89,-1,0,1,99,3,49,8,12,12,1,0
1994,1328,-1,-1,2,2,2,3,65,7,98,97,2,0
1994,1335,20,-1,0,2,4,2,69,8,8,97,2,0
1994,1363,40,-1,0,3,1,0,47,12,12,97,2,0
1994,1415,40,-1,0,3,2,1,47,8,9,97,0,0
1994,1424,-1,-1,1,1,10,4,61,98,0,12,0,0
1994,1438,-1,-1,1,1,1,1,69,12,12,16,1,0
1994,1534,-1,-1,1,1,9,3,74,98,98,9,3,0
1994,1551,32,-1,0,1,3,2,43,9,10,14,3,0
1994,1741,-1,-1,1,4,1,2,68,97,2,97,0,0
1994,1879,40,-1,0,1,5,4,42,98,14,11,2,0
1994,1882,-1,-1,1,4,8,3,39,5,10,97,0,0
1994,1987,30,-1,0,5,3,1,34,97,12,97,0,0
1994,2108,53,-1,0,5,1,0,28,17,12,97,0,0
1994,2119,44,-1,0,5,2,0,23,97,12,97,1,0
1994,2159,40,-1,0,5,2,0,50,16,13,97,0,0
1994,2180,40,-1,0,1,4,2,30,12,16,12,2,0
1994,2235,40,-1,0,1,2,0,32,97,14,13,3,0
1994,2289,-1,-1,1,2,1,0,77,12,8,97,3,0
1994,2314,40,-1,0,5,4,0,34,97,98,97,4,0
1994,2346,50,-1,0,5,2,0,26,12,12,97,0,0
1994,2596,38,-1,0,1,4,1,29,12,12,12,3,0
1994,2624,45,-1,0,1,5,2,57,8,12,14,2,0
1994,2646,-1,-1,1,2,2,1,71,8,11,97,2,0
1994,2678,45,-1,0,3,3,2,48,98,8,97,2,0
1994,2679,15,-1,0,1,5,3,31,7,10,16,0,0
1994,2798,40,-1,0,1,2,2,52,7,98,12,0,0
1994,2860,40,-1,0,5,7,3,52,7,5,97,0,0
1994,2872,40,-1,0,1,5,3,51,3,0,19,0,0
1994,2889,45,-1,0,3,6,0,34,97,12,97,0,0
1994,2895,22,-1,0,5,6,0,22,14,12,97,4,0
1994,2916,32,-1,0,2,0,8,59,98,98,97,0,0
1996,50,20,-1,0,3,3,1,42,97,9,97,0,0
1996,63,45,-1,0,1,10,3,33,12,12,14,3,0
1996,65,40,-1,0,3,5,2,49,12,0,97,3,0
1996,125,40,-1,0,1,2,2,49,12,12,12,0,0
1996,142,40,-1,0,5,2,1,32,18,98,97,4,0
1996,308,-1,-1,1,3,1,4,53,8,14,97,2,0
1996,355,-1,-1,2,5,4,3,28,97,8,97,0,0
1996,405,45,-1,0,5,3,0,35,97,14,97,3,0
1996,409,40,-1,0,3,5,2,31,97,14,97,2,0
1996,513,40,-1,0,1,5,3,42,8,10,13,3,0
1996,566,-1,-1,1,3,3,2,69,97,8,97,0,0
1996,705,-1,-1,1,2,16,8,65,97,12,97,0,0
1996,717,40,-1,0,3,7,1,34,12,12,97,1,0
1996,786,22,-1,0,5,1,1,25,14,14,97,0,0
1996,871,35,-1,0,3,2,2,34,12,12,97,0,0
1996,915,15,-1,0,3,6,2,46,9,7,97,1,0
1996,933,40,-1,0,5,3,3,24,97,12,97,0,0
1996,948,40,-1,0,1,1,2,51,10,13,18,3,0
1996,1066,48,-1,0,3,5,2,52,8,12,97,3,0
1996,1127,50,-1,0,1,2,2,53,6,6,9,3,0
1996,1146,40,-1,0,1,1,2,36,12,12,12,1,0
1996,1389,-1,-1,0,1,3,0,26,12,12,16,1,0
1996,1514,-1,40,0,3,4,3,60,97,98,97,1,0
1996,1529,52,-1,0,3,2,1,37,17,14,97,2,0
1996,1768,40,-1,0,1,1,0,34,16,8,16,1,0
1996,1801,70,-1,0,2,6,6,64,4,4,97,0,0
1996,1857,40,-1,0,1,2,2,35,12,12,13,1,0
1996,1874,70,-1,0,1,7,1,42,97,12,13,0,0
1996,1896,45,-1,0,1,2,5,56,13,20,14,3,0
1996,2019,-1,-1,1,1,6,3,54,98,98,12,0,0
1996,2020,50,-1,0,1,1,4,55,12,12,12,0,0
1996,2076,32,-1,0,1,4,5,48,8,12,19,2,0
1996,2291,-1,50,0,1,3,2,33,97,12,12,3,0
1996,2464,-1,-1,2,2,2,2,76,7,8,97,1,0
1996,2565,-1,-1,1,1,3,3,62,98,98,8,2,0
1996,2627,-1,-1,0,1,3,2,43,97,97,15,5,0
1996,2838,60,-1,0,3,11,1,41,12,12,97,2,0
1996,2841,3,-1,0,1,7,3,55,8,0,8,0,0
1996,2849,-1,-1,2,2,3,3,77,12,6,97,0,0
1998,214,-1,-1,1,2,6,3,59,1,2,97,0,0
1998,249,40,-1,0,3,4,2,57,99,99,97,4,0
1998,291,16,-1,0,5,2,3,34,98,11,97,1,0
1998,376,-1,-1,2,2,1,0,73,16,16,97,3,0
1998,394,-1,-1,2,5,3,0,24,7,7,97,0,0
1998,405,50,-1,0,1,1,1,41,97,16,14,3,0
1998,416,40,-1,0,3,2,0,55,12,12,97,2,0
1998,432,40,-1,0,3,6,2,55,1,3,97,2,0
1998,511,15,-1,0,5,3,0,22,97,12,97,2,0
1998,514,40,-1,0,5,3,0,26,4,0,97,2,0
1998,536,40,-1,0,3,3,1,54,98,12,97,2,0
1998,554,-1,-1,1,1,2,2,64,6,8,12,3,0
1998,584,-1,-1,1,1,5,1,31,10,11,12,0,0
1998,668,39,-1,0,1,5,3,45,12,12,12,3,0
1998,699,-1,-1,1,1,2,1,39,12,12,16,0,0
1998,712,55,-1,0,1,2,2,47,12,12,19,2,0
1998,851,40,-1,0,5,2,2,26,97,8,97,3,0
1998,1020,-1,-1,1,3,14,3,32,0,8,97,3,0
1998,1074,40,-1,0,5,4,0,27,13,12,97,3,0
1998,1146,40,-1,0,5,7,1,45,98,98,97,4,0
1998,1199,46,-1,0,1,4,0,22,10,13,14,0,0
1998,1238,40,-1,0,5,5,2,31,98,98,97,2,0
1998,1314,-1,-1,1,1,1,2,51,12,12,2,4,0
1998,1321,-1,-1,2,1,4,3,28,13,7,9,1,0
1998,1376,40,-1,0,1,2,1,43,13,14,16,1,0
1998,1431,15,-1,0,3,4,0,32,98,11,97,1,0
1998,1475,70,-1,0,3,2,0,35,12,11,97,2,0
1998,1571,40,-1,0,1,8,3,61,2,2,12,3,0
1998,1698,50,-1,0,4,4,1,40,12,12,97,2,0
1998,1734,49,-1,0,3,2,3,34,97,99,97,0,0
1998,1783,-1,-1,1,1,11,2,64,13,14,16,0,0
1998,1801,30,-1,0,5,3,0,28,14,12,97,4,0
1998,2019,-1,-1,1,1,5,2,69,2,12,18,2,0
1998,2040,-1,-1,1,1,11,5,36,97,97,12,0,0
1998,2084,40,-1,0,1,1,1,31,98,18,16,0,0
1998,2114,10,-1,0,1,4,7,69,12,12,11,0,0
1998,2121,-1,-1,1,1,0,4,64,98,12,17,4,0
1998,2212,47,-1,0,5,1,0,51,12,16,97,3,0
1998,2238,-1,-1,1,1,0,2,83,16,14,13,0,0
1998,2307,-1,-1,1,2,3,0,84,8,8,97,0,0
1998,2342,22,-1,0,5,2,0,22,14,16,97,0,0
1998,2375,-1,-1,2,2,10,8,74,0,0,97,2,0
1998,2421,-1,-1,1,2,4,4,73,8,12,97,2,0
1998,2477,-1,-1,1,1,7,6,44,9,8,12,3,0
1998,2498,40,-1,0,2,23,2,48,16,13,97,2,0
1998,2536,-1,-1,2,5,0,4,29,97,14,97,0,0
1998,2585,-1,-1,1,1,7,8,86,8,98,12,0,0
1998,2664,-1,-1,1,5,1,0,58,97,17,97,3,0
1998,2728,55,-1,0,1,3,1,21,14,6,10,4,0
1998,2749,50,-1,0,3,2,3,46,14,11,97,0,0
1998,2805,32,-1,0,1,4,3,34,12,12,12,2,0
1998,2822,70,-1,0,5,3,0,49,5,8,97,2,0
2000,46,30,-1,0,5,17,1,46,97,0,97,1,1
2000,88,40,-1,0,4,8,3,53,2,7,97,0,0
2000,117,49,-1,0,3,3,2,57,97,12,97,2,2
2000,171,45,-1,0,5,2,0,30,12,12,97,0,0
2000,209,40,-1,0,5,4,0,53,3,3,97,0,1
2000,235,-1,-1,1,5,3,0,42,10,10,97,1,0
2000,354,-1,-1,1,5,5,0,19,12,12,97,0,0
2000,388,55,-1,0,4,2,2,44,12,14,97,2,2
2000,431,40,-1,0,5,15,0,38,98,12,97,3,0
2000,456,40,-1,0,5,2,9,25,15,14,97,2,0
2000,632,50,-1,0,5,5,0,40,18,18,97,3,0
2000,670,35,-1,0,1,2,1,45,14,12,20,3,2
2000,694,-1,28,0,1,2,2,35,20,13,16,4,0
2000,766,50,-1,0,1,1,4,45,97,14,12,0,2
2000,849,-1,-1,1,2,1,3,83,98,6,97,2,2
2000,889,-1,-1,2,3,2,3,45,16,16,97,3,0
2000,892,57,-1,0,1,3,3,45,16,14,13,0,0
2000,928,12,-1,0,1,8,2,35,12,12,19,4,1
2000,962,6,-1,0,1,4,2,39,16,18,20,3,0
2000,979,-1,-1,1,1,2,5,59,12,12,12,3,2
2000,1047,40,-1,0,1,2,3,36,11,8,16,2,1
2000,1087,-1,-1,1,1,1,3,74,12,12,14,2,2
2000,1113,35,-1,0,5,2,0,24,12,12,97,1,2
2000,1114,35,-1,0,5,4,0,25,20,12,97,1,0
2000,1273,60,-1,0,1,5,3,55,14,16,16,9,0
2000,1382,40,-1,0,5,2,1,21,97,14,97,3,0
2000,1469,40,-1,0,5,1,0,50,10,10,97,1,2
2000,1511,-1,-1,0,2,7,1,24,97,16,97,4,0
2000,1531,-1,-1,1,2,5,1,88,98,12,97,0,0
2000,1540,40,-1,0,5,1,0,24,16,12,97,2,2
2000,1764,-1,-1,1,5,1,0,23,14,12,97,0,2
2000,1827,55,-1,0,5,7,0,36,10,12,97,1,0
2000,1872,40,-1,0,5,1,0,29,97,12,97,3,2
2000,2082,55,-1,0,3,2,0,48,12,12,97,3,2
2000,2154,39,-1,0,5,6,0,25,14,16,97,0,2
2000,2364,-1,-1,1,1,4,2,58,12,8,18,2,0
2000,2605,30,-1,0,1,3,3,45,12,12,19,0,2
2000,2660,80,-1,0,1,3,2,40,12,15,12,2,0
2002,32,40,-1,0,1,0,0,57,12,12,16,0,0
2002,96,40,-1,0,3,1,3,53,12,12,97,0,0
2002,110,-1,-1,0,1,5,2,24,97,12,12,0,0
2002,163,-1,-1,2,1,1,0,79,10,9,12,0,0
2002,239,28,-1,0,1,1,0,24,18,16,14,1,0
2002,292,55,-1,0,1,1,0,29,12,12,12,0,0
2002,433,80,-1,0,5,1,0,26,12,12,97,2,0
2002,577,-1,-1,1,1,5,0,77,97,8,12,2,0
2002,599,40,-1,0,1,1,2,43,12,12,12,0,0
2002,632,41,-1,0,3,1,5,37,12,12,97,3,0
2002,645,38,-1,0,4,2,2,35,97,8,97,0,0
2002,654,45,-1,0,1,2,2,46,16,12,16,3,0
2002,722,40,-1,0,1,1,0,34,16,8,20,0,0
2002,771,-1,-1,1,1,2,2,27,12,13,13,0,0
2002,804,46,-1,0,3,8,1,41,8,10,97,0,0
2002,954,60,-1,0,1,2,0,48,12,16,14,3,0
2002,972,37,-1,0,5,8,2,27,10,12,97,4,0
2002,975,40,-1,0,3,2,1,22,16,14,97,0,0
2002,1020,40,-1,0,1,1,2,50,12,12,18,2,0
2002,1096,-1,-1,1,1,3,2,62,10,12,10,0,0
2002,1110,50,-1,0,3,3,3,58,12,16,97,0,0
2002,1198,40,-1,0,5,1,0,21,12,16,97,3,0
2002,1252,40,-1,0,3,0,0,39,97,14,97,0,0
2002,1271,-1,-1,0,5,2,3,29,97,12,97,0,0
2002,1306,60,-1,0,1,1,2,41,16,12,18,2,0
2002,1313,-1,-1,2,5,1,0,20,18,12,97,0,0
2002,1331,-1,30,0,1,3,1,47,97,13,98,0,0
2002,1355,30,-1,0,1,3,2,25,12,12,12,0,0
2002,1358,45,-1,0,1,1,2,48,8,12,13,2,0
2002,1374,60,-1,0,3,0,3,41,12,12,97,0,0
2002,1395,35,-1,0,5,1,2,21,97,11,97,3,0
2002,1405,-1,-1,1,3,4,0,42,12,12,97,0,0
2002,1415,45,-1,0,1,1,1,21,99,99,10,0,0
2002,1504,28,-1,0,5,99,0,26,99,99,97,9,0
2002,1517,23,-1,0,5,4,1,23,14,14,97,1,0
2002,1561,70,-1,0,1,3,3,34,97,97,13,0,0
2002,1646,-1,-1,1,1,4,7,61,8,3,12,1,0
2002,1847,-1,-1,1,4,12,4,53,97,8,97,0,0
2002,1897,40,-1,0,1,3,2,42,15,14,14,0,0
2002,1925,-1,-1,1,1,1,2,67,99,99,11,0,0
2002,2012,60,-1,0,1,1,3,35,16,12,16,0,0
2002,2149,50,-1,0,3,4,2,45,6,12,97,0,0
2002,2296,7,-1,0,1,7,6,65,98,6,8,0,0
2002,2300,-1,-1,1,5,3,0,31,10,12,97,0,0
2002,2408,40,-1,0,5,2,0,29,12,12,97,0,0
2002,2681,47,-1,0,1,1,2,34,10,12,14,0,0
2002,2689,-1,-1,1,5,3,1,21,97,5,97,0,0
2002,2709,45,-1,0,1,2,2,36,16,15,14,0,0
2002,2745,-1,-1,1,5,3,0,27,97,97,97,0,0
2004,125,45,-1,0,3,2,1,47,16,16,97,0,0
2004,295,-1,-1,1,1,2,2,67,12,9,13,3,0
2004,374,-1,60,0,3,1,2,55,8,12,97,0,0
2004,406,55,-1,0,5,4,0,49,16,16,97,3,0
2004,500,-1,-1,2,5,10,1,20,97,11,97,2,0
2004,566,40,-1,0,1,4,3,38,12,16,16,0,0
2004,659,40,-1,0,3,3,2,52,12,12,97,0,0
2004,678,16,-1,0,1,1,3,41,12,12,17,0,0
2004,688,32,-1,0,1,99,2,67,16,14,17,0,0
2004,767,50,-1,0,5,2,0,23,16,14,97,0,0
2004,830,20,-1,0,5,2,2,22,9,14,97,0,0
2004,989,8,-1,0,1,3,4,74,15,11,20,3,0
2004,1192,38,-1,0,3,2,4,34,14,12,97,0,0
2004,1254,60,-1,0,3,2,0,40,12,17,97,3,0
2004,1255,50,-1,0,1,3,2,37,12,14,16,2,0
2004,1400,-1,-1,1,1,8,5,64,8,13,13,1,0
2004,1481,46,-1,0,1,5,4,57,16,98,12,0,0
2004,1625,40,-1,0,5,4,0,44,6,6,97,0,0
2004,1630,-1,-1,0,1,1,2,58,12,12,16,0,0
2004,1655,-1,-1,1,1,3,6,76,6,6,15,3,0
2004,1706,40,-1,0,1,4,2,33,12,12,12,0,0
2004,1723,48,-1,0,3,1,3,38,9,7,97,3,0
2004,1760,-1,-1,1,1,2,3,51,12,12,12,0,0
2004,1768,40,-1,0,1,1,2,40,12,12,14,2,0
2004,1922,25,-1,0,1,2,3,47,10,10,17,2,0
2004,2072,30,-1,0,3,9,2,54,8,8,97,0,0
2004,2117,89,-1,0,1,2,2,62,8,9,12,0,0
2004,2152,75,-1,0,1,10,3,32,12,9,14,0,0
2004,2213,-1,43,0,1,4,2,54,97,97,10,0,0
2004,2354,60,-1,0,3,1,0,33,97,97,97,2,0
2004,2375,52,-1,0,3,1,2,43,14,98,97,0,0
2004,2398,40,-1,0,1,4,2,43,12,12,12,0,0
2004,2493,-1,-1,1,2,7,2,88,98,98,97,0,0
2004,2553,40,-1,0,3,3,1,35,97,11,97,0,0
2004,2557,99,-1,0,5,1,0,25,12,13,97,0,0
2004,2587,-1,-1,1,3,1,2,77,12,12,97,0,0
2004,2657,-1,-1,1,1,4,2,40,12,12,15,3,0
2004,2696,43,-1,0,5,0,0,32,12,97,97,0,0
2006,63,40,-1,0,1,-1,3,38,97,97,97,0,0
2006,228,40,-1,0,1,1,3,41,97,9,14,2,0
2006,290,-1,-1,1,5,-1,2,23,97,97,97,0,0
2006,292,40,-1,0,5,2,0,27,20,16,97,0,2
2006,373,48,-1,0,5,0,2,36,97,12,97,0,2
2006,406,99,-1,0,5,3,0,43,14,13,97,0,2
2006,412,42,-1,0,1,2,1,36,8,12,12,0,2
2006,564,40,-1,0,1,-1,2,37,97,97,97,0,0
2006,578,40,-1,0,1,1,1,42,16,16,16,1,1
2006,763,-1,-1,1,1,9,5,50,6,0,11,1,1
2006,840,-1,-1,0,3,2,2,38,16,97,97,0,2
2006,919,40,-1,0,5,2,0,48,11,14,97,0,1
2006,1151,53,-1,0,1,-1,3,44,97,97,97,0,0
2006,1394,51,-1,0,1,-1,0,29,97,97,97,0,0
2006,1418,55,-1,0,5,-1,0,43,97,97,97,0,0
2006,1454,40,-1,0,5,2,0,25,1,9,97,0,0
2006,1496,-1,-1,1,3,2,3,60,97,16,97,0,2
2006,1528,50,-1,0,1,1,0,28,16,16,18,2,2
2006,1576,-1,-1,1,1,8,1,59,6,6,18,1,1
2006,1734,-1,-1,1,1,2,1,88,98,98,14,1,2
2006,1770,42,-1,0,1,-1,1,19,97,97,97,0,0
2006,1804,42,-1,0,5,-1,0,42,97,97,97,0,0
2006,1937,40,-1,0,5,5,0,31,0,0,97,0,0
2006,1946,-1,-1,0,5,3,0,43,12,12,97,3,2
2006,1950,-1,-1,1,1,-1,2,63,97,97,97,0,0
2006,1954,-1,-1,0,5,-1,0,24,97,97,97,0,0
2006,1964,45,-1,0,1,-1,3,47,97,97,97,0,0
2006,2002,46,-1,0,1,4,2,38,16,12,12,0,2
2006,2007,45,-1,0,1,3,2,48,12,12,12,0,2
2006,2041,-1,-1,1,3,2,2,71,97,97,97,2,2
2006,2048,65,-1,0,5,0,0,34,16,19,97,0,2
2006,2065,45,-1,0,1,1,2,57,12,8,12,0,2
2006,2234,50,-1,0,5,1,0,25,16,18,97,0,1
2006,2250,48,-1,0,1,1,4,61,97,6,12,0,2
2006,2314,-1,-1,1,1,-1,3,52,97,97,97,0,0
2006,2394,-1,-1,1,2,4,2,72,8,7,97,5,2
2006,2440,40,-1,0,1,-1,2,59,97,97,97,0,0
2006,2441,42,-1,0,1,-1,1,36,97,97,97,0,0
2006,2465,35,-1,0,1,2,3,64,12,12,12,0,2
2006,2563,50,-1,0,1,2,1,32,16,16,14,0,2
2006,2586,-1,-1,1,2,-1,1,70,97,97,97,0,0
2006,2626,-1,-1,0,5,1,2,41,14,18,97,1,1
2006,2668,40,-1,0,5,-1,0,41,97,97,97,0,0
2006,2687,40,-1,0,3,2,2,35,97,9,97,0,2
2006,2738,40,-1,0,1,-1,2,20,97,97,97,0,0
2006,2874,-1,-1,2,5,-1,2,25,97,97,97,0,0
2006,2876,37,-1,0,5,1,0,28,14,14,97,0,2
2006,2904,47,-1,0,1,4,3,51,12,12,20,0,2
2006,3029,-1,-1,1,2,-1,3,76,97,97,97,0,0
2006,3080,-1,-1,1,5,4,0,63,97,99,97,3,2
2006,3128,55,-1,0,5,-1,0,46,97,97,97,0,0
2006,3189,27,-1,0,5,-1,0,21,97,97,97,0,0
2006,3245,60,-1,0,1,-1,3,56,97,97,97,0,0
2006,3253,40,-1,0,1,-1,3,47,97,97,97,0,0
2006,3258,40,-1,0,1,-1,3,62,97,97,97,0,0
2006,3336,66,-1,0,1,1,1,27,12,98,12,2,2
2006,3356,-1,-1,1,1,0,1,76,12,12,20,0,1
2006,3498,-1,-1,0,4,4,4,44,97,12,97,2,2
2006,3588,65,-1,0,1,-1,3,35,97,97,97,0,0
2006,3647,48,-1,0,3,5,2,37,10,8,97,0,2
2006,3661,42,-1,0,5,1,1,34,4,12,97,0,2
2006,3665,-1,-1,1,1,2,2,70,3,3,12,0,2
2006,3690,40,-1,0,1,-1,5,34,97,97,97,0,0
2006,3706,-1,-1,1,4,5,8,70,97,0,97,3,2
2006,3818,-1,-1,1,1,12,0,42,98,8,12,5,2
2006,3935,40,-1,0,5,3,1,28,97,14,97,0,2
2006,4072,40,-1,0,1,-1,3,47,97,97,97,0,0
2006,4119,25,-1,0,1,3,2,35,11,13,12,0,1
2006,4310,40,-1,0,1,5,6,58,12,10,12,0,2
2006,4317,5,-1,0,1,3,8,54,12,12,11,0,2
2006,4388,-1,-1,1,5,-1,1,38,97,97,97,0,0
2006,4415,40,-1,0,1,5,4,44,98,12,12,0,2
2006,4455,-1,-1,2,1,8,3,31,20,16,16,0,2
2008,63,60,-1,0,5,2,0,26,16,13,97,2,2
2008,180,35,-1,0,1,0,1,27,97,12,15,0,2
2008,385,25,-1,0,1,2,0,64,9,8,16,2,2
2008,449,60,-1,0,1,10,6,40,6,6,6,0,1
2008,524,-1,-1,1,1,3,2,54,12,12,15,0,2
2008,568,40,-1,0,5,5,4,36,5,9,97,4,1
2008,656,-1,-1,1,3,5,1,69,97,98,97,4,2
2008,670,-1,-1,2,5,6,3,41,0,0,97,0,2
2008,871,-1,-1,1,1,9,2,65,98,98,10,3,2
2008,899,34,-1,0,1,2,1,55,12,12,14,3,2
2008,958,35,-1,0,5,2,0,27,18,16,97,2,2
2008,990,-1,-1,1,1,1,4,77,98,16,16,3,2
2008,1004,-1,-1,1,1,4,2,33,12,97,16,3,2
2008,1080,-1,-1,1,1,6,2,72,97,14,8,2,2
2008,1174,-1,-1,2,5,8,3,26,97,11,97,0,2
2008,1179,-1,-1,1,2,5,3,80,12,11,97,3,2
2008,1265,-1,20,0,2,1,2,52,9,12,97,1,2
2008,1301,40,-1,0,1,4,3,65,12,12,14,2,2
2008,1417,60,-1,0,1,8,5,50,9,12,9,5,2
2008,1431,50,-1,0,1,3,0,45,17,16,17,1,1
2008,1453,40,-1,0,4,4,1,26,14,12,97,3,2
2008,1472,25,-1,0,1,4,3,44,12,11,13,2,2
2008,1527,-1,-1,0,5,0,0,38,97,12,97,0,1
2008,1542,20,-1,0,1,3,2,72,12,12,14,3,2
2008,1549,-1,40,0,3,2,1,36,20,15,97,0,2
2008,1583,10,-1,0,1,4,2,61,8,12,12,2,2
2008,1646,-1,-1,1,1,17,3,57,4,12,98,0,2
2008,1707,60,-1,0,5,2,0,19,13,13,97,0,2
2008,1817,40,-1,0,1,12,2,26,0,0,5,3,2
2008,1858,25,-1,0,1,9,1,44,12,12,11,3,2
2008,1942,40,-1,0,3,15,3,39,12,98,97,1,2
2008,1977,35,-1,0,3,8,3,60,97,8,97,0,2
2008,2013,-1,-1,1,1,6,4,78,6,8,12,4,2
2010,70,-1,-1,1,3,3,2,50,9,9,97,1,2
2010,82,35,-1,0,1,3,4,88,12,8,12,2,2
2010,85,-1,-1,1,5,2,0,22,97,12,97,3,2
2010,191,70,-1,0,2,1,0,48,18,18,97,1,2
2010,221,33,-1,0,1,2,2,41,16,18,18,0,2
2010,228,-1,40,0,1,1,2,58,16,12,16,1,1
2010,394,40,-1,0,5,3,0,43,97,12,97,4,1
2010,435,50,-1,0,5,2,0,26,12,12,97,1,2
2010,539,40,-1,0,1,3,3,35,12,12,16,3,2
2010,557,40,-1,0,1,1,2,47,16,12,16,3,1
2010,645,-1,-1,1,2,2,2,69,8,8,97,0,2
2010,757,40,-1,0,3,3,0,42,12,12,97,0,2
2010,772,40,-1,0,1,6,3,45,16,12,14,0,2
2010,783,-1,50,0,2,6,4,56,97,16,97,4,2
2010,785,30,-1,0,1,6,3,53,12,10,10,0,2
2010,851,40,-1,0,1,12,2,44,8,8,8,4,1
2010,913,52,-1,0,1,6,2,43,12,12,14,0,2
2010,928,60,-1,0,1,4,2,62,12,12,12,2,2
2010,1004,24,-1,0,5,4,1,45,97,14,97,4,2
2010,1122,37,-1,0,3,0,0,62,11,12,97,1,2
2010,1144,40,-1,0,2,1,3,59,12,12,97,3,2
2010,1172,25,-1,0,1,2,4,51,11,11,14,3,2
2010,1204,40,-1,0,1,2,1,54,5,12,12,3,2
2010,1211,-1,-1,1,1,2,1,34,12,12,12,5,2
2010,1266,50,-1,0,1,4,4,43,12,12,16,1,2
2010,1322,40,-1,0,1,2,1,34,16,16,14,0,2
2010,1375,50,-1,0,3,2,1,38,5,8,97,2,2
2010,1464,-1,-1,1,5,98,0,35,97,12,97,2,2
2010,1530,-1,-1,1,5,5,1,28,12,97,97,2,2
2010,1540,-1,-1,1,3,2,2,64,97,16,97,0,2
2010,1659,-1,-1,1,5,3,2,29,18,20,97,0,2
2010,1689,41,-1,0,1,2,2,30,12,17,13,2,1
2010,1736,-1,-1,1,1,2,2,73,13,12,12,2,2
2010,1894,-1,-1,1,5,6,1,27,97,12,97,1,2
2010,1912,10,-1,0,3,7,2,61,98,98,97,1,2
2010,1959,-1,-1,1,3,1,1,44,8,12,97,4,2
2010,2004,40,-1,0,1,2,0,23,20,12,15,2,2
2012,11,-1,-1,1,3,4,6,55,98,97,97,0,2
2012,16,53,-1,0,5,2,4,35,14,12,97,2,1
2012,40,40,-1,0,5,2,2,30,97,12,97,2,2
2012,41,40,-1,0,1,1,0,29,18,18,20,2,1
2012,62,-1,-1,1,2,15,2,71,3,5,97,4,2
2012,101,-1,-1,1,3,3,2,51,12,0,97,3,1
2012,128,48,-1,0,1,13,5,40,97,0,9,3,2
2012,201,8,-1,0,1,8,4,41,0,0,6,4,2
2012,215,36,-1,0,1,1,2,65,12,14,18,1,2
2012,223,-1,-1,2,5,3,0,18,14,12,97,2,2
2012,446,50,-1,0,1,3,1,34,11,12,17,1,1
2012,675,42,-1,0,5,2,0,21,12,16,97,3,1
2012,676,-1,-1,1,1,8,2,76,3,97,12,3,2
2012,699,16,-1,0,1,2,1,30,16,16,14,2,2
2012,799,-1,-1,1,2,5,4,81,12,12,97,2,2
2012,901,49,-1,0,1,2,1,41,20,16,16,0,2
2012,1018,32,-1,0,5,1,0,34,18,16,97,2,1
2012,1038,40,-1,0,3,3,2,52,12,12,97,0,2
2012,1160,-1,-1,0,5,13,2,32,97,12,97,2,1
