Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Community Areas
7f9b1976180d7533dc39e7405cd1366d5e29c3c8,cdbdbc91d60876f1037c5649f72f6e11b5575c289b71f4c51664ed85e18feea47aff0c1395d96c86d6140db1298c9d349364f8be68405cc0f777e2c764e87389,07/08/2017 12:15:00 AM,07/08/2017 12:30:00 AM,240,0.9,17031081600,17031081402,8,8,5.25,0.00,0.00,0.00,5.25,Cash,Dispatch Taxi Affiliation,41.89207264,-87.62887416,POINT (-87.6288741572 41.8920726347),41.89197151,-87.61294541,POINT (-87.6129454143 41.8919715078),37
00ea096db26aa3ac36c9884f9e23926118c19d48,6bb5f8db30b40e25b547bdb057402fe22a9118abd12338f2936aca95bc601e935789f1c67b1fb1ae78f809250fb4d8bbdfac753569dda7474e5ab50480a78efd,12/11/2015 11:30:00 AM,12/11/2015 11:30:00 AM,0,0,,,,,3.25,0.00,0.00,0.00,3.25,Cash,Taxi Affiliation Services,,,,,,,
ffc3ac0d8ccac0c434dea875b80941a8028a1bef,1ec7f3414307d2d25d1a35fa094f8591797f6bc2f0b1c9f1545bd8bf0e16e0964d65cc941d074552d77735a55d31e138bc56d6405b35783fabdaa78511de423f,09/02/2013 12:00:00 AM,09/02/2013 12:15:00 AM,180,0,17031081700,17031081700,8,8,4.25,0.00,0.00,0.00,4.25,Cash,Blue Ribbon Taxi Association Inc.,41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365),41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365),37
2b0cde196abb3407d804b81522058b4e83beb5f0,e1eecbf25b46d395e07e282877c4f1019018307700cc13dd7dedc091921354472305f79e2d3ba6c70bbacc405c1c452576b2f97e8f3afdb91316941df501c178,07/20/2017 04:00:00 PM,07/20/2017 04:00:00 PM,360,0.9,17031081201,17031081600,8,8,5.75,0.00,0.00,0.00,5.75,Cash,,41.89915561,-87.62621053,POINT (-87.6262105324 41.8991556134),41.89207264,-87.62887416,POINT (-87.6288741572 41.8920726347),37
6680095aec50668716bf112b3dc5b242d8f1cc3e,c6d02a3e8a37d84492f2f26f6f473673c7990942309039289f97318686215cb9f54f9a1d0713c2b0315bb77a0befa52cb8023cc19688b9f1c4c00bc8bfeca444,05/21/2016 09:45:00 PM,05/21/2016 09:45:00 PM,0,0,,,,,11.50,2.20,0.00,0.00,13.70,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
8248b986165b780060013a4ee98ff706934d0eb1,d1306e87943c533957cf1482ad69de8eb658e1f9e65668a7016f98a02fd5220fc8e25e062e9301394e63d5f1af98d6e4c392aec39edbe889fa721c10a6459b01,06/21/2015 03:45:00 PM,06/21/2015 04:00:00 PM,1500,9.76,,,,,23.25,0.00,0.00,0.00,23.25,Cash,,,,,,,,
071a2ac16e04b57d3e1a6009c303d2e336c562f2,c12e0923159de80ee3288c44047308ab8f602fbfb2278fe626347a8a55c64bb9847438ad57f7d9d0ad92787d1cc2fd79fe454eba5094763e10fc66c77f055f52,07/23/2017 02:15:00 PM,07/23/2017 02:30:00 PM,360,0.7,17031081500,17031839100,8,32,5.75,0.00,0.00,0.00,5.75,Cash,Choice Taxi Association,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),37
50c5664398e3c206ee3f7b891f18334f55050263,8ec0da05c40087092853b27e0c074c2170767afc9a2231aed23627510e9f91cb1518828b29c193d75451482bf3ffbd3052ddf44ed23cf70cab44deae390b27d3,05/10/2016 06:00:00 PM,05/10/2016 06:00:00 PM,0,0,,,,,8.50,2.40,0.00,0.00,10.90,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
451ba691b30d7eba0220f14963a1b40957491005,61abb47c5869d156b0658c031a16ce139beb682fc30b5b602fd67bc2ca07cac54dcfe2b8bc106d1e989ede3af3e7db7333c49d98cd3184972762cba421f71ccf,06/01/2017 03:15:00 PM,06/01/2017 03:45:00 PM,1740,4.7,,,8,22,17.75,3.55,0.00,0.00,21.80,Credit Card,,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205),37
ab7a69877eca23609786e83d631f67c65ebcb8fd,567c4d46516a4e135fc8bf6677168690e8d884a94992070effb5df68c4f80b9c82dda9d9e5678753945dc1aae829887ba8ddbe28b6da1646d8a835ce22291979,07/27/2017 09:15:00 PM,07/27/2017 09:30:00 PM,600,3.9,17031081500,17031081500,8,8,13.00,0.00,0.00,0.00,13.00,Cash,,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),37
644f2b91c666e747a6e271abbf40a76c14aa3dcb,e14b72f6ec0a3804a1a989e2e818a2b82e73ef8b3d462c437c160e0c159cd07d178ff03762cfefdc0825a77bd63ee3212358e2db10c8e5cd93c372d1edd02d65,08/24/2013 09:00:00 PM,08/24/2013 09:00:00 PM,480,2.5,,,,,8.05,0.00,0.00,0.50,8.55,Cash,,,,,,,,
19e539fb940088039f8b6d08536ab2b199bf4367,191fd0741ff752d181e7040f03ca6025d80a0f04183be4c1f985507ded087b2ee1b9501dd9793b53b2101a7ffa8651d14fb85c90aa83f5fa91f673282c439fa3,04/08/2015 09:00:00 AM,04/08/2015 09:00:00 AM,0,0,,,,,9.25,0.00,0.00,0.00,9.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
d7ce3b24bf2b4bcb348d93e206fbd4999c503920,548bfc030e169c239e690606d2e6df8c2a2a240a38a424eff375e8388b8766604b872d29bc26e4353388b2d2e9b819a7a39053764d7d648f4dab989b0c337841,07/19/2017 01:45:00 PM,07/19/2017 02:00:00 PM,420,0.9,17031839100,17031081600,32,8,6.50,2.00,0.00,1.00,9.50,Credit Card,Dispatch Taxi Affiliation,41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),41.89207264,-87.62887416,POINT (-87.6288741572 41.8920726347),38
de9a3bc50dc3064e470da225b36a04b833b93366,80bcf569330bc03f24ecdde79075aaf0eb3bf14a05de94223f4fcb8b13dc55ab1f596869ddb2c5c7330d16f5b2000347f599b916747f858468e9ec3316163109,06/08/2017 03:45:00 PM,06/08/2017 04:00:00 PM,1260,3.6,,,32,24,14.50,2.00,0.00,0.00,16.50,Credit Card,Chicago Medallion Management,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941),38
703cf80f7ba34ff1e5d6bfccb2737c43d4b0b7b4,646880db83de7381a22c7f6931e1ce522ecfe56d76cc77623ce598cb5059150cea2d5919188cd25d84fb1ec571292a37ba2da97ee1f3ad7529a7a3d9d16bbee0,06/29/2017 03:45:00 PM,06/29/2017 04:30:00 PM,2400,0,17031320100,17031320400,32,32,17.00,0.00,0.00,0.00,17.00,Cash,Northwest Management LLC,41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),41.87740612,-87.62197165,POINT (-87.6219716519 41.8774061234),38
88fd91f5fce707a19ebb2bdb966ad3f2e6ec95d4,75b6504bfc00d67b12f20586a4290527fb7741d9dbdc48700f5a5f40349196a9a5996bf7a77677bb6a0c1239205ea1d8d92c6ec7a03975574ba42e17b32a6b92,08/03/2013 04:30:00 PM,08/03/2013 04:30:00 PM,540,2.7,,,,,8.05,0.00,0.00,0.00,8.05,Cash,,,,,,,,
fde9d1c41bd5adb97ec86a97a98f6b0a5e80ba0b,3b823c97b6350b7ba050457894c8ed25accf5f417ca2020e1ee609b2ce6b4134d64994fa19e6b2c1451d5ad134d0bf54a091c1487c4abbbdf8f9f52cc91b96b7,03/18/2013 11:15:00 AM,03/18/2013 11:30:00 AM,960,3.3,,,,,11.05,2.00,0.00,0.00,13.05,Credit Card,,,,,,,,
345d838118709e9fa243b9d649433ca7d24c1cc3,08483d3e088603cd4f0090f53e8dcd241c0287bbdb445296eba30cf45554f533a5913e6a9719e8566fd2b8d68420d8913d757f74ac9d0b7048684d5d2fd0dea8,11/09/2013 07:45:00 PM,11/09/2013 08:00:00 PM,720,2.3,,,,,8.85,0.00,0.00,0.00,8.85,Cash,,,,,,,,
fc5978c6377cb2ee517275c3659f833ce12021c7,33002cb6ec3b6d7082a7ccef5399ff93505161f4df9ce1b9bcb008c054122d1c37bd3a1c3f893ce40d4e18a072857b1bc560966c39712dc526512dcc74655345,03/05/2014 07:45:00 PM,03/05/2014 07:45:00 PM,240,0,17031080100,17031080300,8,8,4.65,0.00,0.00,0.00,4.65,Cash,Taxi Affiliation Services,41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747),41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),37
64ac36e0adc5637531ed36e3cbd694bb94720add,e88bf49a9bb5b04a354628076eed4fcffc39fc2632a5bbf08e3c849df267f45ed09a371172bf0b150e8b039b7e14b257085bd231e9ef0b26f3a1126b4ebb1307,12/16/2013 10:45:00 PM,12/16/2013 11:00:00 PM,480,0,,,,,10.65,3.00,0.00,0.00,13.65,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
33db099cc6b038535104db5c71d5e9bb674ebf78,c2b68f42a1106079a4a6fb9f60e492a27d5735f2dd9d1394da69086fe745e12d42d9ffb99cca9abf14b15fe91f38a9c78df599943422ebdadb243a1674d62ef2,09/03/2013 11:45:00 AM,09/03/2013 12:00:00 PM,660,0,,,,,9.05,1.81,0.00,0.00,10.86,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
ffdf46e5f59488cb2e1eaad1e54eee5ba34fdd4a,fd0c0c1bdc6c8a0e659bbafc6bda0173ad4d82c9e4a335ac1e58c438dc62d9e1e84c3eb2c126f5d35f4dc37913c772322503d8b759517abfcf07b98eeb7ae0b2,03/06/2013 08:30:00 PM,03/06/2013 08:30:00 PM,360,0,17031081800,17031080100,8,8,5.85,0.00,0.00,3.00,8.85,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747),37
46f05a0aad1b5853832dd52bf6a8e9f62c7b0828,177e33355372f5cdbb5a2c5d0295c7576b865c622ef1ce4882c0f6a6e4ae72d24ca32e159aa0498ba2af3aed858e7c2e0b0b123d1728a573fe4132d5c02f0177,05/02/2016 10:30:00 PM,05/02/2016 10:30:00 PM,0,0,,,,,17.75,5.00,0.00,0.00,22.75,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
fafdd2c5c27658bd285a98372154e9ef15571513,07800b5117d6e914644f00471b596f2a38426759f6f64ceb925d0b28a7205750813ad2601a17ace8ae2077f3bc1211c3602be88e9326a6a69ed366724efeb14b,01/09/2015 12:15:00 AM,01/09/2015 12:30:00 AM,420,1.3,17031081700,17031833000,8,28,6.45,2.00,0.00,0.00,8.45,Credit Card,Choice Taxi Association,41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),37
f0461d7cf3bbf90668ec9939ce4242cf190f82ff,9d91a7d7989a270ae46c41eaf82aebaa3540e19b13ef9c55449129648ba2cfb3623c3af256f541df2b634bbf6ecbe1c8ac169c7b9a5abb5e1c452948d2991678,10/25/2013 06:15:00 AM,10/25/2013 06:15:00 AM,300,1,,,,,5.65,0.00,0.00,0.00,5.65,Cash,,,,,,,,
2741d3a2d34410eb979525d9e983c98d5b764aad,d38f68b40cd4c7fc4c2686543e8849d19a06ba32445738a555a00e48c5bf3030e17af05fa4d7b1df42bb9f007cabdc5745efae737a47935df7915af7a3f8b428,06/06/2014 06:00:00 PM,06/06/2014 06:15:00 PM,900,0.37,,,,,11.45,0.00,0.00,1.00,12.45,Cash,,,,,,,,
0905b8514cb8a9a31e7734200a6dc190882a3ead,d6e1a9e103336c396201abe9ceb00795fcd41e14ccbf548bddc575066b1624fed9b5b8f6a4da7feaac63928742dc21554af766c0e71eef4bfa910191fe8ad001,05/06/2016 02:00:00 PM,05/06/2016 02:00:00 PM,0,0,,,,,7.00,1.30,0.00,0.00,8.30,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
2c5b18ceb88d17fb9409fc3c4062e219da7eaa37,cd4fd4495559f5b37d60aa798873aa96ebc35da5d9a38d05a81f8d101f251af79b47c165d67c31a028776e2243ba3a3ac70e7cf86b1981913940a5679cef8db2,07/10/2017 08:45:00 PM,07/10/2017 08:45:00 PM,660,0,17031320100,17031071500,32,7,10.50,0.00,0.00,0.00,10.50,Cash,Dispatch Taxi Affiliation,41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),41.91461629,-87.63171737,POINT (-87.6317173661 41.9146162864),38
34f86555f60fe991d4d7dbb1610d3b52fc897fb4,842a88221716e5e03a7cd9bc36cdcb740750f3fdcfc7dd9d945db871e316f8c2fc8f258a47e98062c2d738b3994dbadb9ebbedf68a505ac2ad45519f2df13797,07/13/2015 10:15:00 AM,07/13/2015 10:30:00 AM,1080,9,,,,,26.25,6.25,0.00,5.00,37.50,Credit Card,,,,,,,,
2ba4a0b938a52d1b579679e1acc104477eddb210,f81e86de3a1c181dc0d7a7f240ff60c0195fb4440abda2ae540a673e59428d8c9de048e28804b315d3b339257790771d34beaf9a8de308ebedc81cbda2df8b23,02/25/2014 09:30:00 PM,02/25/2014 09:45:00 PM,1020,0.39,,,,,12.05,2.41,0.00,0.00,14.46,Credit Card,,,,,,,,
89f2332b4d105579fd2d49873918e0b01bafd434,f760c301740afe577d6c0e2f6de2cfecccf6ede158b8a3825331005da37a008716599169f4b467bc8b88e65318b5008499ad0ea4e05a7465c6bce4a1d5e70350,08/06/2016 02:00:00 AM,08/06/2016 02:15:00 AM,540,2.3,,,,,9.00,1.00,0.00,1.50,12.00,Credit Card,,,,,,,,
b8e4f8924171e7a1a9cc874371fd47805ab9983b,bda6300ce64bfe977c79eb92ade7d37b6d4e05fed81151ed831d74aad1a752d345a1ef109d9df1e18fbebb829adfdf83257d5194a6b418c1509808abf5444ad0,09/29/2015 08:15:00 PM,09/29/2015 08:15:00 PM,0,0,,,,,14.85,0.00,0.00,0.00,14.85,Cash,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
571fd966ca600bc6466b6dfe176208ec522071e1,80f7276d946f39f64aedc5891d3c090cf3fe832d2c98254f648db594f66e346af24daadf4524b4dcdf49f0592567013d6574a280547caa7a69ec2ae14aa03b0b,03/02/2017 10:15:00 AM,03/02/2017 10:30:00 AM,840,2.6,,,,,10.50,0.00,0.00,0.00,10.50,Cash,,,,,,,,
6cf5858b26178cac7c6bbb51302bf60fbfe6e38d,57dbcc9d59c0730235c8d003188f5e4a109acd35a61266d030dc13c3e38e08461dac7e9dadf1ea0d5207443b8245e1cef8eddc2c8ca49077b014be60338269c3,10/20/2015 10:15:00 AM,10/20/2015 10:15:00 AM,540,0,,,,,7.05,0.00,0.00,0.00,7.05,Cash,Blue Ribbon Taxi Association Inc.,,,,,,,
1651ab3293aaf442e7d3750f18613859251f2d97,2db2ec3555e44930a5d41596cb7935af41c30c30381672d3dacbddba622be2709acc6d1a40ae60e8c735765cc25983ce4a49e971b2ad6e256f413c5aefcf4606,02/10/2017 02:00:00 PM,02/10/2017 02:15:00 PM,180,0.4,,,,,4.75,0.00,0.00,0.00,4.75,Cash,,,,,,,,
3d9543b5921d16e2ec0531b78da56f55380ba76f,8bb584d47e0ff85f2a1826d91ced8cd9e20a7871ee6edde6734d1097c4226f85642bc979d9ce9138551e209b0dc469373be4093109cc6878f9d0559be1bf2324,06/24/2013 09:00:00 AM,06/24/2013 09:00:00 AM,0,0,,,,,2.25,0.00,0.00,0.00,2.25,Cash,,,,,,,,
8603aa6036464671e28a837c72372818691652d1,96e6033ab54d82dbe8a5f554d9fea167b90cf298c7dc58ebb135f0020d5b37d5d7d373e2105673a8a3bef08d38a87a8c03c220204224b59a8eabdb1d83536145,07/18/2017 07:15:00 AM,07/18/2017 07:15:00 AM,120,0.6,17031081500,17031839100,8,32,4.50,2.00,0.00,0.00,6.50,Credit Card,Dispatch Taxi Affiliation,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),37
219e50e5ac2c5b35192c20efabce020db4beb1cc,07f2bd961ac4c9e067abf0b0e4074aec9d6507f7d0373a550e09bb82b74c91a4604057d1c02b80c9f37f12407638edea0f02551e74eea66f6a6f07efeda779ce,04/20/2013 05:00:00 PM,04/20/2013 04:45:00 PM,,0,,,,,39.85,9.96,0.00,0.00,49.81,Credit Card,Chicago Elite Cab Corp.,,,,,,,
48038d0229e3ea711a8ba24612b3a5ab39b67889,0500aac38cd3b9c93e714f14b61eb37c7b6d74ca267b02a1ff930a08910f1dc37c2a8abab64d3c85ea3bde6e80568933c81f085cb6fbc99a297ea833a9eb00cb,07/22/2013 03:45:00 PM,07/22/2013 03:45:00 PM,,0,,,,,43.90,0.00,0.00,0.00,43.90,Credit Card,Chicago Elite Cab Corp.,,,,,,,
747e29ce67a863a1ee8afa5d818bab0c6ba7bdcf,1121f27f1e531083ea7cef5349801c227ae8e000c7bcbe3b45b62aab486cbee743f8b62d694697ebbce0badd584c0d2e95dbd8e66f2650d1ea1ad357d46c6454,06/29/2017 05:00:00 PM,06/29/2017 05:15:00 PM,960,1.5,17031281900,17031081403,28,8,10.00,2.00,0.00,0.00,12.50,Credit Card,,41.87925508,-87.642649,POINT (-87.642648998 41.8792550844),41.89092203,-87.61886836,POINT (-87.6188683546 41.8909220259),29
8bbf3feb1d295d3a82f7246c676c5b5f31930300,1d09fa80d9cf790cd0b6dca0c900c4ad0a989748bcd03878b889c279b4e3f820b032fa5daf3e599c36b35224f5f41c50febf94a7175c431cc0b7245ad42eb8af,09/16/2014 10:15:00 AM,09/16/2014 10:15:00 AM,300,1.2,,,,,6.05,0.00,0.00,0.00,6.05,Cash,,,,,,,,
acea7caf9a14a871855f68b127bb585537ccb9ac,c762c44cb50cca2e426a60cef3cde5d1eea0ed3cf90e292e4000841d01e7ed0d7fe9a345003558b46e5c1aa31f2ce5c558ee55d176224a928036faf2ad0d7099,06/21/2017 05:45:00 PM,06/21/2017 06:15:00 PM,1260,0,,,,,13.75,0.00,0.00,0.00,13.75,Cash,Choice Taxi Association,,,,,,,
6b465fea25e1c903a7ea9c36c5dc9702b6628597,62b0e1a76bc5636598048753e90fb399f67233dcee0846754e4f8267852232dd9f45dc81a703f1663bea1879a366c79973f8162ed2616bb976c934e75979c5e6,11/04/2013 03:45:00 PM,11/04/2013 04:00:00 PM,1080,3.7,,,,,12.25,0.00,0.00,0.00,12.25,Cash,,,,,,,,
05d892a89c1cc1ef773b1fa0954a329f6f6d0662,2a0dffcdb837d73460febb3e3882633bba0563b966825aba9e00f379f6e4f6c04f5c2450b7a59556695564b3e310e88ae2ff3d325ab454736646e19f5d914807,06/09/2013 12:00:00 AM,06/09/2013 12:15:00 AM,420,1.64,,,,,6.65,0.00,0.00,1.00,7.65,Cash,,,,,,,,
fb1258e2d942c48cb7f73e0cf9b4648df2da7191,6fddf42c6f6cf22bcced14d3520b8218488737fe3d6212dec084fe8dfef93716398a986cb89d87847e5a4ae1ceeea0b10216bb529bee923cea36b38d1e6f9a1d,06/15/2013 02:15:00 PM,06/15/2013 02:30:00 PM,420,0,17031081100,17031839100,8,32,6.65,2.00,0.00,0.00,8.65,Credit Card,Taxi Affiliation Services,41.9002213,-87.62910519,POINT (-87.6291051864 41.9002212967),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),37
fb832d29abcc08700895293b62f674c377a4aa09,1be1407efca4ff6ac787c8794df57e8eeac031eaf08fca2009330a2b1079205b6322f2b28d73126dd895708469166c33da4c2c160f126ef927db401dd3500757,04/27/2016 11:30:00 AM,04/27/2016 11:30:00 AM,0,0,17031980100,,56,,3.25,0.00,0.00,0.00,3.25,Cash,Choice Taxi Association,41.78599852,-87.75093429,POINT (-87.7509342894 41.785998518),,,,53
19254089296a0ea29ffcde3e8b68ce35b491675b,821fbe209557c784dcfc8435cd37ca5777c46f71219dac57af753806c6e6ff3ce3f4b9aff73b0b73672a33f75f115a8b913ac86d99e4a6f26b3cfc4a6ddfb065,02/08/2014 02:00:00 AM,02/08/2014 02:00:00 AM,,0,,,,,8.25,0.00,0.00,0.00,8.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
49757902f071b5e9cc42549724446dcbac535e5d,2a7f2629f90d61d90f15bdca00c76f1aaee7eed62c7cb4a3f535b7cebe8da88a9ade48bb39caa0506b58db0eda001ce85031677aae6f7de0e41c05394a33c08d,05/13/2015 08:45:00 PM,05/13/2015 08:45:00 PM,0,0,,,,,6.85,1.37,0.00,0.00,8.22,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
02dc9ac947e67770ae40d78ffa6072a922774122,6ad5805a727e5aa27d3c226e4c88faa41f494b01215006d39233d0fadf4255020d630600a3916de9c0207fe818849db118e2670e98c5d7fae9017e777ab0b513,01/28/2016 08:15:00 PM,01/28/2016 08:15:00 PM,0,0,,,,,26.00,5.20,0.00,0.00,31.20,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
